family,variant,title,accession,length,brazil_filter,recent_filter
blaGES,,"TPA_asm: Morganella morganii isolate 827, whole genome shotgun sequencing project",DBKRSI000000000.1,66,False,False
blaGES,,"Pseudomonas aeruginosa SRMPA2956 blaGES gene for class A beta-lactamase GES-69, complete CDS",NG_245795.1,864,False,False
blaGES,,"Pseudomonas aeruginosa HS250536 blaGES gene for class A beta-lactamase GES-68, complete CDS",NG_245794.1,864,False,False
blaGES,,"Pseudomonas aeruginosa isolate 2025CJ-00130, whole genome shotgun sequencing project",ACAWJC000000000.1,180,False,False
blaGES,,"Pseudomonas aeruginosa isolate 2022GO-0147, whole genome shotgun sequencing project",ABLOOO000000000.4,211,False,False
blaGES,,"Pseudomonas aeruginosa isolate 2022BV-00051, whole genome shotgun sequencing project",ABJAUE000000000.3,233,False,False
blaGES,,"Pseudomonas aeruginosa isolate 2023CK-00308, whole genome shotgun sequencing project",ABLFTB000000000.4,144,False,False
blaGES,,"Pseudomonas aeruginosa strain 2022HL-02047, whole genome shotgun sequencing project",ABKGUQ000000000.4,224,False,False
blaGES,,"TPA_asm: Pseudomonas aeruginosa strain NCGM 1890, whole genome shotgun sequencing project",DBJLOA000000000.1,180,False,False
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate isolate 20, whole genome shotgun sequencing project",DBJCYO000000000.1,326,False,False
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate isolate 42, whole genome shotgun sequencing project",DBJCYS000000000.1,391,False,False
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate isolate 2, whole genome shotgun sequencing project",DBJCYL000000000.1,386,False,False
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate isolate 37, whole genome shotgun sequencing project",DBJCUJ000000000.1,354,False,False
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate isolate 79, whole genome shotgun sequencing project",DBJCUB000000000.1,370,False,False
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate isolate 88, whole genome shotgun sequencing project",DBJCUD000000000.1,484,False,False
blaGES,,"TPA_asm: Acinetobacter baumannii strain AB38 isolate 14MC190004543, whole genome shotgun sequencing project",DBJBAZ000000000.1,125,False,False
blaGES,,"Pseudomonas aeruginosa strain 20200317_MGL-49_B2 226, whole genome shotgun sequence",NZ_JARCYR010000219.1,1021,False,False
blaGES,,"Pseudomonas aeruginosa strain MGL_141_B9 136, whole genome shotgun sequence",NZ_JARCVY010000129.1,1021,False,False
blaGES,,"Pseudomonas aeruginosa strain MGL_146_B9 136, whole genome shotgun sequence",NZ_JARCVU010000130.1,1021,False,False
blaGES,,"Pseudomonas aeruginosa strain MGL_95_B5 304, whole genome shotgun sequence",NZ_JARCXH010000297.1,1021,False,False
blaGES,,"Pseudomonas aeruginosa strain MGL_142_B9 176, whole genome shotgun sequence",NZ_JARCVX010000168.1,1021,False,False
blaGES,,"TPA_asm: Escherichia coli isolate RIVM_C036119, whole genome shotgun sequencing project",DBHUXV000000000.1,241,False,False
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate Blood, whole genome shotgun sequencing project",DBHPCQ000000000.1,156,False,False
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate Blood, whole genome shotgun sequencing project",DBHPBO000000000.1,126,False,False
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate Blood, whole genome shotgun sequencing project",DBHOXA000000000.1,157,False,False
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate Blood, whole genome shotgun sequencing project",DBHOUX000000000.1,167,False,False
blaGES,,"Pseudomonas aeruginosa NRZ-103175 blaGES gene for class A beta-lactamase GES-67, complete CDS",NG_244510.1,864,False,False
blaGES,,"Pseudomonas aeruginosa strain 2019CK-00034 chromosome, complete genome",NZ_CP107257.1,7020963,False,False
blaGES,,"Pseudomonas aeruginosa isolate 2024QG-00333, whole genome shotgun sequencing project",ABWXBA000000000.1,69,False,False
blaGES,,"Klebsiella pneumoniae M19016 pJH_KpnM19016 blaGES gene for carbapenem-hydrolyzing class A beta-lactamase GES-66, complete CDS",NG_243587.1,1064,False,False
blaGES,,"Aeromonas caviae 65i blaGES gene for carbapenem-hydrolyzing class A beta-lactamase GES-61, complete CDS",NG_242722.1,1028,False,False
blaGES,,"Klebsiella pneumoniae blaGES gene for inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase GES-4, complete CDS",NG_049136.1,1064,False,False
blaGES,,"Pseudomonas aeruginosa 2374627 blaGES gene for class A beta-lactamase GES-65, complete CDS",NG_243586.1,864,False,False
blaGES,,"Pseudomonas aeruginosa NRZ-97947 blaGES gene for class A beta-lactamase GES-62, complete CDS",NG_243467.1,864,False,False
blaGES,,"Pseudomonas aeruginosa isolate 2024BB-00147, whole genome shotgun sequencing project",ABVVGS000000000.1,95,False,False
blaGES,,"Pseudomonas aeruginosa isolate 2024QG-00230, whole genome shotgun sequencing project",ABUWZY000000000.1,83,False,False
blaGES,,"Pseudomonas aeruginosa PAER blaGES gene for extended-spectrum class A beta-lactamase GES-60, complete CDS",NG_242721.1,864,False,False
blaGES,,"Pseudomonas aeruginosa isolate 2023GO-0183, whole genome shotgun sequencing project",ABOCZH000000000.2,124,False,False
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate CVICU 6-3, whole genome shotgun sequencing project",DBMYGP000000000.1,233,False,True
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate CVICU 6-1, whole genome shotgun sequencing project",DBMYGM000000000.1,301,False,True
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate CVICU 6-2, whole genome shotgun sequencing project",DBMYGO000000000.1,144,False,True
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate CVICU 6-4, whole genome shotgun sequencing project",DBMYGI000000000.1,257,False,True
blaGES,,"Pseudomonas aeruginosa isolate 2026CK-00153, whole genome shotgun sequencing project",ACCKKV000000000.1,166,False,True
blaGES,,"Pseudomonas aeruginosa isolate 2026CK-00099, whole genome shotgun sequencing project",ACCGKR000000000.1,102,False,True
blaGES,,"Pseudomonas aeruginosa isolate 2025CJ-00205, whole genome shotgun sequencing project",ACCDJE000000000.1,138,False,True
blaGES,,"Pseudomonas aeruginosa 2513247 blaGES gene for class A beta-lactamase GES-70, complete CDS",NG_245870.1,864,False,True
blaGES,,"TPA_asm: Enterobacter asburiae isolate TU4007, whole genome shotgun sequencing project",DBLKYB000000000.1,124,False,True
blaGES,,"Acinetobacter baumannii isolate 2025JQ-00288, whole genome shotgun sequencing project",ACBOVH000000000.1,87,False,True
blaGES,,"TPA_asm: Morganella morganii isolate 827, whole genome shotgun sequencing project",DBKRSI000000000.1,66,False,True
blaGES,,"Pseudomonas aeruginosa SRMPA2956 blaGES gene for class A beta-lactamase GES-69, complete CDS",NG_245795.1,864,False,True
blaGES,,"Pseudomonas aeruginosa HS250536 blaGES gene for class A beta-lactamase GES-68, complete CDS",NG_245794.1,864,False,True
blaGES,,"Pseudomonas aeruginosa isolate 2025CJ-00130, whole genome shotgun sequencing project",ACAWJC000000000.1,180,False,True
blaGES,,"TPA_asm: Pseudomonas aeruginosa strain NCGM 1890, whole genome shotgun sequencing project",DBJLOA000000000.1,180,False,True
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate isolate 20, whole genome shotgun sequencing project",DBJCYO000000000.1,326,False,True
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate isolate 42, whole genome shotgun sequencing project",DBJCYS000000000.1,391,False,True
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate isolate 2, whole genome shotgun sequencing project",DBJCYL000000000.1,386,False,True
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate isolate 37, whole genome shotgun sequencing project",DBJCUJ000000000.1,354,False,True
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate isolate 79, whole genome shotgun sequencing project",DBJCUB000000000.1,370,False,True
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate isolate 88, whole genome shotgun sequencing project",DBJCUD000000000.1,484,False,True
blaGES,,"TPA_asm: Acinetobacter baumannii strain AB38 isolate 14MC190004543, whole genome shotgun sequencing project",DBJBAZ000000000.1,125,False,True
blaGES,,"Pseudomonas aeruginosa strain 20200317_MGL-49_B2 226, whole genome shotgun sequence",NZ_JARCYR010000219.1,1021,False,True
blaGES,,"Pseudomonas aeruginosa strain MGL_141_B9 136, whole genome shotgun sequence",NZ_JARCVY010000129.1,1021,False,True
blaGES,,"Pseudomonas aeruginosa strain MGL_146_B9 136, whole genome shotgun sequence",NZ_JARCVU010000130.1,1021,False,True
blaGES,,"Pseudomonas aeruginosa strain MGL_95_B5 304, whole genome shotgun sequence",NZ_JARCXH010000297.1,1021,False,True
blaGES,,"Pseudomonas aeruginosa strain MGL_142_B9 176, whole genome shotgun sequence",NZ_JARCVX010000168.1,1021,False,True
blaGES,,"TPA_asm: Escherichia coli isolate RIVM_C036119, whole genome shotgun sequencing project",DBHUXV000000000.1,241,False,True
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate Blood, whole genome shotgun sequencing project",DBHPCQ000000000.1,156,False,True
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate Blood, whole genome shotgun sequencing project",DBHPBO000000000.1,126,False,True
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate Blood, whole genome shotgun sequencing project",DBHOXA000000000.1,157,False,True
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate Blood, whole genome shotgun sequencing project",DBHOUX000000000.1,167,False,True
blaGES,,"Pseudomonas aeruginosa NRZ-103175 blaGES gene for class A beta-lactamase GES-67, complete CDS",NG_244510.1,864,False,True
blaGES,,"Pseudomonas aeruginosa isolate 2024QG-00333, whole genome shotgun sequencing project",ABWXBA000000000.1,69,False,True
blaGES,,"Klebsiella pneumoniae M19016 pJH_KpnM19016 blaGES gene for carbapenem-hydrolyzing class A beta-lactamase GES-66, complete CDS",NG_243587.1,1064,False,True
blaGES,,"Aeromonas caviae 65i blaGES gene for carbapenem-hydrolyzing class A beta-lactamase GES-61, complete CDS",NG_242722.1,1028,False,True
blaGES,,"Pseudomonas aeruginosa 2374627 blaGES gene for class A beta-lactamase GES-65, complete CDS",NG_243586.1,864,False,True
blaGES,,"Pseudomonas aeruginosa NRZ-97947 blaGES gene for class A beta-lactamase GES-62, complete CDS",NG_243467.1,864,False,True
blaGES,,"Pseudomonas aeruginosa isolate 2024BB-00147, whole genome shotgun sequencing project",ABVVGS000000000.1,95,False,True
blaGES,,"Pseudomonas aeruginosa isolate 2024QG-00230, whole genome shotgun sequencing project",ABUWZY000000000.1,83,False,True
blaGES,,"Pseudomonas aeruginosa PAER blaGES gene for extended-spectrum class A beta-lactamase GES-60, complete CDS",NG_242721.1,864,False,True
blaGES,,"Pseudomonas aeruginosa strain 20200317_MGL-49_B2, whole genome shotgun sequencing project",JARCYR000000000.1,284,False,True
blaGES,,"Pseudomonas aeruginosa strain MGL_95_B5, whole genome shotgun sequencing project",JARCXH000000000.1,367,False,True
blaGES,,"Pseudomonas aeruginosa strain MGL_146_B9, whole genome shotgun sequencing project",JARCVU000000000.1,191,False,True
blaGES,,"Pseudomonas aeruginosa strain MGL_141_B9, whole genome shotgun sequencing project",JARCVY000000000.1,191,False,True
blaGES,,"Pseudomonas aeruginosa strain MGL_142_B9, whole genome shotgun sequencing project",JARCVX000000000.1,233,False,True
blaGES,,"Aeromonas caviae 65i blaGES gene for carbapenem-hydrolyzing class A beta-lactamase GES-61, complete CDS",NG_242722.1,1028,True,False
blaGES,,"Aeromonas caviae CR888 blaGES gene for extended-spectrum class A beta-lactamase GES-31, complete CDS",NG_049135.1,864,True,False
blaGES,,"Aeromonas caviae 65i blaGES gene for carbapenem-hydrolyzing class A beta-lactamase GES-61, complete CDS",NG_242722.1,1028,True,True
qnrS,,"Escherichia coli strain PSU-0833, whole genome shotgun sequencing project",AATQIS000000000.1,137,False,False
qnrS,,"Escherichia coli isolate VMC RIVER QnrS family quinolone resistance pentapeptide repeat protein (qnrS) gene, partial cds",PQ604704.1,427,False,False
qnrS,,"Photobacterium damselae strain CMFRI/PhD-20 QnrS family quinolone resistance pentapeptide repeat protein (qnrS) gene, partial cds",OR902827.1,333,False,False
qnrS,,"Aeromonas veronii strain CMFRI/AV-08 QnrS family quinolone resistance pentapeptide repeat protein (qnrS) gene, partial cds",OR902826.1,342,False,False
qnrS,,"Aeromonas veronii strain CMFRI/AV-06 QnrS family quinolone resistance pentapeptide repeat protein (qnrS) gene, partial cds",OR902825.1,342,False,False
qnrS,,"Aeromonas veronii strain CMFRI/AV-05 QnrS family quinolone resistance pentapeptide repeat protein (qnrS) gene, partial cds",OR902824.1,342,False,False
qnrS,,"Escherichia coli strain 06k746 QnrS (qnrS) gene, partial cds",OR047674.1,507,False,False
qnrS,,"TPA_asm: Klebsiella pneumoniae isolate BA3081, whole genome shotgun sequencing project",DAGNLE000000000.1,421,False,False
qnrS,,"TPA_asm: Klebsiella pneumoniae isolate BA7971, whole genome shotgun sequencing project",DAGNKB000000000.1,236,False,False
qnrS,,"TPA_asm: Klebsiella pneumoniae strain EuSCAPE_UK054, whole genome shotgun sequencing project",DAGRNA000000000.1,497,False,False
qnrS,,"TPA_asm: Klebsiella pneumoniae strain 949, whole genome shotgun sequencing project",DAGQNH000000000.1,361,False,False
qnrS,,"TPA_asm: Klebsiella pneumoniae isolate Klebsiella pneumoniae, whole genome shotgun sequencing project",DAGOBF000000000.1,92,False,False
qnrS,,"TPA_asm: Klebsiella pneumoniae isolate Klebsiella pneumoniae, whole genome shotgun sequencing project",DAGOAJ000000000.1,381,False,False
qnrS,,"TPA_asm: Klebsiella pneumoniae isolate Klebsiella pneumoniae, whole genome shotgun sequencing project",DAGNZZ000000000.1,343,False,False
qnrS,,"TPA_asm: Klebsiella pneumoniae strain MyNCGM546, whole genome shotgun sequencing project",DAGMOG000000000.1,117,False,False
qnrS,,"TPA_asm: Klebsiella pneumoniae isolate 105H, whole genome shotgun sequencing project",DAGLAG000000000.1,181,False,False
qnrS,,"TPA_asm: Klebsiella pneumoniae strain N17-02233, whole genome shotgun sequencing project",DAGKGC000000000.1,101,False,False
qnrS,,"TPA_asm: Klebsiella pneumoniae strain Klebsiella pneumoniae ARLG-4293, whole genome shotgun sequencing project",DAGJXU000000000.1,316,False,False
qnrS,,"TPA_asm: Klebsiella pneumoniae strain ST15, whole genome shotgun sequencing project",DAGHUM000000000.1,157,False,False
qnrS,,"TPA_asm: Klebsiella pneumoniae strain 2014CRE_1, whole genome shotgun sequencing project",DAGCPY000000000.1,134,False,False
qnrS,,"TPA_asm: Klebsiella pneumoniae strain 2014CRE_34, whole genome shotgun sequencing project",DAGCMO000000000.1,147,False,False
qnrS,,"Uncultured bacterium clone S02RJ-LE QnrS family quinolone resistance pentapeptide repeat protein (qnrS) gene, partial cds",MW478865.1,276,False,False
qnrS,,"TPA_asm: Escherichia coli isolate rac486, whole genome shotgun sequencing project",DADUPZ000000000.1,248,False,False
qnrS,,"Salmonella enterica strain AUSMDU00033749, whole genome shotgun sequencing project",AAZUVA000000000.1,49,False,False
qnrS,,"Salmonella enterica strain AUSMDU00009662, whole genome shotgun sequencing project",AAZUUE000000000.1,117,False,False
qnrS,,"TPA_asm: Escherichia coli isolate 14S04120-2, whole genome shotgun sequencing project",DADSJC000000000.1,206,False,False
qnrS,,"TPA_asm: Escherichia coli isolate 14S03803-2, whole genome shotgun sequencing project",DADSIZ000000000.1,263,False,False
qnrS,,"TPA_asm: Escherichia coli isolate 14S03815-3, whole genome shotgun sequencing project",DADSIT000000000.1,249,False,False
qnrS,,"TPA_asm: Escherichia coli isolate 14S03815-1, whole genome shotgun sequencing project",DADSIP000000000.1,246,False,False
qnrS,,"TPA_asm: Escherichia coli isolate 14S04220-2, whole genome shotgun sequencing project",DADSIJ000000000.1,220,False,False
qnrS,,"TPA_asm: Escherichia coli strain isol040 isolate isol040, whole genome shotgun sequencing project",DADSEB000000000.1,260,False,False
qnrS,,"TPA_asm: Escherichia coli strain isol215 isolate isol215, whole genome shotgun sequencing project",DADSAL000000000.1,249,False,False
qnrS,,"TPA_asm: Escherichia coli strain isol213 isolate isol213, whole genome shotgun sequencing project",DADSAH000000000.1,219,False,False
qnrS,,"Escherichia coli strain PNUSAE027534, whole genome shotgun sequencing project",AAZSVH000000000.1,351,False,False
qnrS,,"Salmonella enterica subsp. enterica serovar Enteritidis strain PNCS004043, whole genome shotgun sequencing project",AAZOEM000000000.1,56,False,False
qnrS,,"Enterobacter hormaechei isolate BWHC11, whole genome shotgun sequencing project",AAZLBY000000000.1,83,False,False
qnrS,,"Enterobacter hormaechei isolate BWHC17, whole genome shotgun sequencing project",AAZLBO000000000.1,426,False,False
qnrS,,"Escherichia coli strain FSIS12035588, whole genome shotgun sequencing project",AAZCOV000000000.1,232,False,False
qnrS,,"TPA_asm: Escherichia coli isolate E575ESBLPP, whole genome shotgun sequencing project",DADIAL000000000.1,161,False,False
qnrS,,"TPA_asm: Salmonella enterica subsp. enterica serovar Infantis isolate SI1/1, whole genome shotgun sequencing project",DADFOZ000000000.1,175,False,False
qnrS,,"TPA_asm: Escherichia coli strain U14_0022 isolate U14_0022, whole genome shotgun sequencing project",DADEOQ000000000.1,287,False,False
qnrS,,"TPA_asm: Escherichia coli strain EIEC, whole genome shotgun sequencing project",DADBYP000000000.1,67,False,False
qnrS,,"TPA_asm: Escherichia coli strain pig15_18, whole genome shotgun sequencing project",DACZZL000000000.1,202,False,False
qnrS,,"TPA_asm: Vibrio parahaemolyticus strain DHO39, whole genome shotgun sequencing project",DACZQR000000000.1,53,False,False
qnrS,,"TPA_asm: Citrobacter freundii isolate AMA528, whole genome shotgun sequencing project",DACYAX000000000.1,295,False,False
qnrS,,"Vibrio parahaemolyticus strain PNUSAV000544, whole genome shotgun sequencing project",AAXNKQ000000000.1,61,False,False
qnrS,,"Vibrio parahaemolyticus strain PNUSAV000587, whole genome shotgun sequencing project",AAXNIH000000000.1,71,False,False
qnrS,,"Vibrio parahaemolyticus strain PNUSAV000812, whole genome shotgun sequencing project",AAXNAJ000000000.1,70,False,False
qnrS,,"Vibrio parahaemolyticus strain PNUSAV000905, whole genome shotgun sequencing project",AAXMXX000000000.1,110,False,False
qnrS,,"Vibrio parahaemolyticus strain PNUSAV001083, whole genome shotgun sequencing project",AAXMWK000000000.1,100,False,False
qnrS,,"Escherichia coli isolate VMC RIVER QnrS family quinolone resistance pentapeptide repeat protein (qnrS) gene, partial cds",PQ604704.1,427,False,True
qnrS,,"Uncultured bacterium clone S02RJ-LE QnrS family quinolone resistance pentapeptide repeat protein (qnrS) gene, partial cds",MW478865.1,276,True,False
qnrS,,"Uncultured bacterium clone WaRC4 QnrS family quinolone resistance protein (qnrS) gene, partial cds",MN997089.1,321,True,False
qnrS,,"Mixed culture bacterium isolate S3 QnrS family quinolone resistance protein (qnrS) gene, partial cds",MN182604.1,321,True,False
qnrS,,"Mixed culture bacterium isolate S2 QnrS family quinolone resistance protein (qnrS) gene, partial cds",MN182586.1,330,True,False
qnrS,,"Mixed culture bacterium isolate S1 QnrS family quinolone resistance protein (qnrS) gene, partial cds",MN182567.1,333,True,False
qnrS,,"Mixed culture bacterium isolate ZS10 QnrS family quinolone resistance protein (qnrS) gene, partial cds",MN174681.1,336,True,False
qnrS,,"Mixed culture bacterium isolate DCo9 QnrS family quinolone resistance protein (qnrS) gene, partial cds",MN151313.1,336,True,False
qnrS,,"Escherichia coli strain SJA91 QnrS family quinolone resistance protein (qnrS) gene, partial cds",MN148177.1,336,True,False
armA,,"Acinetobacter baumannii isolate 2026BM-00062, whole genome shotgun sequencing project",ACCYWY000000000.1,65,False,False
armA,,"Acinetobacter baumannii isolate 2026DG-00041, whole genome shotgun sequencing project",ACCYWH000000000.1,79,False,False
armA,,"Citrobacter werkmanii isolate BB1490, whole genome shotgun sequence",NZ_CAHPRY010000090.1,8466,False,False
armA,,"Citrobacter werkmanii isolate BB1473, whole genome shotgun sequence",NZ_CAIITP010000004.1,161908,False,False
armA,,"Citrobacter werkmanii isolate BB1490, whole genome shotgun sequence",NZ_CAIIUI010000004.1,161908,False,False
armA,,"Citrobacter werkmanii isolate BB1459, whole genome shotgun sequence",NZ_CAHPQX010000065.1,8466,False,False
armA,,"Citrobacter werkmanii isolate BB1478, whole genome shotgun sequence",NZ_CAIITW010000004.1,161908,False,False
armA,,"Citrobacter werkmanii isolate BB1491, whole genome shotgun sequence",NZ_CAIIUS010000004.1,152607,False,False
armA,,"Citrobacter werkmanii isolate BB1466, whole genome shotgun sequence",NZ_CAIITF010000004.1,151291,False,False
armA,,"Acinetobacter baumannii isolate 2026BB-00106, whole genome shotgun sequencing project",ACCYPU000000000.1,83,False,False
armA,,"TPA_asm: Klebsiella pneumoniae isolate B12, whole genome shotgun sequencing project",DBNGBC000000000.1,352,False,False
armA,,"Acinetobacter baumannii isolate 2026DG-00039, whole genome shotgun sequencing project",ACCYKJ000000000.1,89,False,False
armA,,"TPA_asm: Acinetobacter baumannii isolate B40, whole genome shotgun sequencing project",DBNFXN000000000.1,135,False,False
armA,,"TPA_asm: Klebsiella pneumoniae strain uvzsr-PT_26_00018-D10-AR_26_00002207, whole genome shotgun sequencing project",DBNFOO000000000.1,186,False,False
armA,,"TPA_asm: Klebsiella pneumoniae strain uvzsr-PT_26_00018-E10-AR_26_00002209, whole genome shotgun sequencing project",DBNFOH000000000.1,165,False,False
armA,,"TPA_asm: Klebsiella pneumoniae strain uvzsr-PT_26_00018-B08-AR_26_00001578, whole genome shotgun sequencing project",DBNFOK000000000.1,223,False,False
armA,,"TPA_asm: Klebsiella pneumoniae strain uvzsr-PT_26_00018-C08-AR_26_00001606, whole genome shotgun sequencing project",DBNFKP000000000.1,230,False,False
armA,,"TPA_asm: Klebsiella pneumoniae strain uvzsr-PT_26_00018-E09-AR_26_00002007, whole genome shotgun sequencing project",DBNFKK000000000.1,226,False,False
armA,,"TPA_asm: Klebsiella pneumoniae strain uvzsr-PT_26_00018-B10-AR_26_00002151, whole genome shotgun sequencing project",DBNFKB000000000.1,171,False,False
armA,,"UNVERIFIED_CONTAM: Salmonella sp. NW1144 NODE_35_length_3543_cov_132.018754, whole genome shotgun sequence",NZ_JAMNHH010000035.1,3543,False,False
armA,,"UNVERIFIED_CONTAM: Salmonella sp. NW1161 NODE_48_length_15023_cov_122.881239, whole genome shotgun sequence",NZ_JAMNGQ010000048.1,15023,False,False
armA,,"UNVERIFIED_CONTAM: Salmonella sp. NW1155 NODE_48_length_15025_cov_106.167313, whole genome shotgun sequence",NZ_JAMNGX010000048.1,15025,False,False
armA,,"UNVERIFIED_CONTAM: Salmonella sp. NW1032 NODE_52_length_4841_cov_183.506927, whole genome shotgun sequence",NZ_JAMNLI010000052.1,4841,False,False
armA,,"UNVERIFIED_CONTAM: Salmonella sp. NW1034 NODE_51_length_4841_cov_170.149454, whole genome shotgun sequence",NZ_JAMNLG010000051.1,4841,False,False
armA,,"UNVERIFIED_CONTAM: Salmonella sp. NW1070 NODE_27_length_5697_cov_165.838612, whole genome shotgun sequence",NZ_JAMNJU010000027.1,5697,False,False
armA,,"UNVERIFIED_CONTAM: Salmonella sp. NW1106 NODE_35_length_3543_cov_130.606751, whole genome shotgun sequence",NZ_JAMNIQ010000035.1,3543,False,False
armA,,"Klebsiella pneumoniae strain 2026GO-00120, whole genome shotgun sequencing project",ACCYAY000000000.1,105,False,False
armA,,"Acinetobacter baumannii strain 2026GO-00121, whole genome shotgun sequencing project",ACCYAC000000000.1,73,False,False
armA,,"Acinetobacter baumannii isolate 2026IQ-00147, whole genome shotgun sequencing project",ACCXZW000000000.1,97,False,False
armA,,"Acinetobacter baumannii isolate 2026IQ-00140, whole genome shotgun sequencing project",ACCXZU000000000.1,80,False,False
armA,,"Acinetobacter baumannii isolate 2026QG-00079, whole genome shotgun sequencing project",ACCXXH000000000.1,103,False,False
armA,,"Acinetobacter baumannii isolate 2026DU-00068, whole genome shotgun sequencing project",ACCXUC000000000.1,74,False,False
armA,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_1207, whole genome shotgun sequencing project",DBNEZU000000000.1,96,False,False
armA,,"TPA_asm: Klebsiella pneumoniae strain Enterobacteriaceae isolate Case, whole genome shotgun sequencing project",DBNERX000000000.1,100,False,False
armA,,"Acinetobacter baumannii isolate 2026ZN-00326, whole genome shotgun sequencing project",ACCXAC000000000.1,69,False,False
armA,,"Acinetobacter baumannii isolate 2026ZN-00327, whole genome shotgun sequencing project",ACCXAE000000000.1,63,False,False
armA,,"Acinetobacter baumannii isolate 2026DM-00043, whole genome shotgun sequencing project",ACCWZU000000000.1,98,False,False
armA,,"Klebsiella pneumoniae strain 2026HL-01198 isolate IDR2600017932-01-00, whole genome shotgun sequencing project",ACCWWT000000000.1,242,False,False
armA,,"Acinetobacter baumannii isolate 2026CB-00275, whole genome shotgun sequencing project",ACCWQS000000000.1,72,False,False
armA,,"Acinetobacter baumannii isolate 2026CB-00277, whole genome shotgun sequencing project",ACCWQT000000000.1,77,False,False
armA,,"Acinetobacter baumannii isolate 2026CB-00273, whole genome shotgun sequencing project",ACCWQH000000000.1,66,False,False
armA,,"Acinetobacter baumannii isolate 2026CB-00259, whole genome shotgun sequencing project",ACCWPV000000000.1,97,False,False
armA,,"Acinetobacter baumannii isolate 2026CB-00264, whole genome shotgun sequencing project",ACCWPT000000000.1,101,False,False
armA,,"Acinetobacter baumannii isolate 2026CB-00261, whole genome shotgun sequencing project",ACCWPU000000000.1,84,False,False
armA,,"Acinetobacter baumannii isolate 2026CB-00255, whole genome shotgun sequencing project",ACCWPR000000000.1,77,False,False
armA,,"Acinetobacter baumannii isolate 2026CB-00257, whole genome shotgun sequencing project",ACCWPQ000000000.1,89,False,False
armA,,"Acinetobacter baumannii isolate 2026CB-00256, whole genome shotgun sequencing project",ACCWPS000000000.1,83,False,False
armA,,"Acinetobacter baumannii isolate 2026CB-00262, whole genome shotgun sequencing project",ACCWPP000000000.1,92,False,False
armA,,"Acinetobacter baumannii isolate 2026CB-00263, whole genome shotgun sequencing project",ACCWPN000000000.1,96,False,False
armA,,"TPA_asm: Acinetobacter baumannii strain 2026GS-00043 isolate CRE000000717-5jHHAg9DTnrI2hsUMJvbDCbwurgB8YCPoNVCwUipXak=, whole genome shotgun sequencin",DBNEDU000000000.1,87,False,False
armA,,"Acinetobacter baumannii isolate 2026BM-00062, whole genome shotgun sequencing project",ACCYWY000000000.1,65,False,True
armA,,"Acinetobacter baumannii isolate 2026DG-00041, whole genome shotgun sequencing project",ACCYWH000000000.1,79,False,True
armA,,"Acinetobacter baumannii isolate 2026BB-00106, whole genome shotgun sequencing project",ACCYPU000000000.1,83,False,True
armA,,"TPA_asm: Klebsiella pneumoniae isolate B12, whole genome shotgun sequencing project",DBNGBC000000000.1,352,False,True
armA,,"Acinetobacter baumannii isolate 2026DG-00039, whole genome shotgun sequencing project",ACCYKJ000000000.1,89,False,True
armA,,"TPA_asm: Acinetobacter baumannii isolate B40, whole genome shotgun sequencing project",DBNFXN000000000.1,135,False,True
armA,,"TPA_asm: Klebsiella pneumoniae strain uvzsr-PT_26_00018-D10-AR_26_00002207, whole genome shotgun sequencing project",DBNFOO000000000.1,186,False,True
armA,,"TPA_asm: Klebsiella pneumoniae strain uvzsr-PT_26_00018-E10-AR_26_00002209, whole genome shotgun sequencing project",DBNFOH000000000.1,165,False,True
armA,,"TPA_asm: Klebsiella pneumoniae strain uvzsr-PT_26_00018-B08-AR_26_00001578, whole genome shotgun sequencing project",DBNFOK000000000.1,223,False,True
armA,,"TPA_asm: Klebsiella pneumoniae strain uvzsr-PT_26_00018-C08-AR_26_00001606, whole genome shotgun sequencing project",DBNFKP000000000.1,230,False,True
